unit,carriage,c_unload,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 
MIO_TKM,HIRE,KZ,LV	87 	30 	14 	30 	214 	109 	66 	70 	72 	23 	81 	73 	158 	108 	31 	32 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,KZ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	6 	2 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,KZ,PL	108 	: 	235 	49 	104 	173 	: 	60 	57 	202 	11 	76 	5 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,KZ,RO	: 	: 	: 	4 	11 	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,KZ,SI	: 	: 	: 	: 	: 	21 	44 	: 	: 	13 	56 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LB,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,AT	4 	4 	3 	1 	4 	4 	6 	11 	9 	11 	5 	4 	6 	5 	3 	5 	3 	3 	3 	5 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	3 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,CH	12 	6 	14 	5 	14 	18 	15 	12 	14 	15 	3 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,DE	17 	47 	49 	13 	3 	17 	17 	19 	19 	10 	20 	13 	4 	3 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,EE	: 	: 	: 	: 	: 	2 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,ES	29 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,FR	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,HR	: 	5 	6 	3 	: 	5 	: 	: 	1 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,HU	3 	: 	: 	: 	2 	4 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,IT	: 	1 	1 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,NL	8 	8 	4 	: 	9 	12 	: 	4 	: 	3 	: 	3 	2 	0 	: 	1 	3 	1 	0 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,PL	: 	: 	3 	: 	: 	4 	2 	: 	0 	: 	1 	1 	6 	3 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,SI	5 	: 	: 	3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LI,SK	: 	: 	: 	: 	: 	: 	22 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	2 	3 	1 	1 	: 	3 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,BG	12 	: 	37 	32 	39 	: 	26 	29 	: 	26 	: 	16 	: 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,CY	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,CZ	4 	4 	14 	: 	: 	10 	28 	8 	37 	14 	14 	10 	10 	25 	6 	45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,DE	8 	5 	10 	27 	4 	0 	7 	26 	12 	21 	18 	11 	35 	26 	20 	27 	: 	6 	: 	: 	2 	9 	32 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	5 	: 	: 	: 	2 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,EE	29 	65 	86 	114 	90 	50 	64 	76 	48 	56 	56 	87 	65 	80 	73 	65 	68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,EL	: 	: 	: 	15 	45 	19 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	12 	: 	: 	: 	: 	3 	5 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,ES	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,FI	: 	: 	: 	: 	: 	: 	: 	25 	: 	9 	1 	3 	0 	2 	: 	10 	: 	: 	3 	: 	1 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,FR	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,HR	11 	1 	: 	: 	: 	: 	: 	6 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,HU	4 	6 	2 	10 	8 	7 	4 	: 	: 	2 	2 	1 	6 	3 	9 	: 	3 	7 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,IE	: 	: 	: 	11 	: 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,LV	178 	158 	189 	151 	166 	165 	126 	119 	106 	122 	91 	134 	146 	95 	60 	49 	54 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,NL	6 	9 	16 	29 	13 	7 	22 	: 	1 	: 	: 	: 	: 	25 	: 	: 	1 	2 	2 	7 	2 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,NO	: 	: 	: 	21 	19 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,PL	1224 	932 	1120 	1175 	1135 	692 	1065 	878 	638 	576 	418 	448 	590 	401 	274 	185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,PT	: 	5 	: 	: 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,RO	32 	: 	3 	6 	4 	2 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,SE	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	6 	0 	: 	: 	: 	: 	: 	: 	1 	1 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,SI	8 	2 	: 	8 	: 	1 	6 	6 	2 	7 	: 	4 	20 	: 	4 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,SK	: 	12 	: 	: 	: 	0 	9 	18 	4 	10 	22 	13 	33 	11 	12 	30 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LT,UK	3 	: 	4 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,AT	1 	: 	: 	2 	8 	3 	6 	7 	6 	3 	3 	5 	19 	14 	10 	13 	22 	13 	12 	13 	16 	1 	2 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,BE	190 	147 	295 	156 	140 	155 	159 	140 	154 	156 	152 	173 	158 	165 	193 	200 	212 	261 	323 	235 	122 	197 	174 	218 	177 	164 	184 	161 	177 	75 	111 	89 	88 	84 	88 	66 	59 	64 
MIO_TKM,HIRE,LU,BG	: 	: 	10 	: 	32 	: 	: 	: 	: 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,CH	0 	: 	3 	11 	: 	0 	6 	: 	: 	13 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,CZ	0 	7 	11 	15 	12 	22 	25 	15 	51 	22 	54 	24 	13 	26 	39 	24 	41 	32 	28 	54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,DE	506 	529 	599 	542 	479 	482 	431 	495 	508 	490 	471 	465 	521 	387 	299 	326 	298 	186 	196 	295 	244 	19 	151 	196 	101 	229 	179 	188 	143 	125 	135 	113 	81 	70 	74 	73 	68 	74 
MIO_TKM,HIRE,LU,DK	: 	8 	1 	4 	8 	0 	: 	2 	: 	1 	28 	40 	21 	28 	35 	17 	18 	9 	11 	10 	10 	10 	10 	6 	6 	23 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1 	0 	1 	1 	1 	1 	1 	0 	1 	1 	1 	1 	2 	1 
MIO_TKM,HIRE,LU,ES	11 	66 	24 	38 	73 	25 	44 	57 	47 	55 	23 	29 	118 	88 	86 	73 	57 	90 	126 	25 	33 	12 	31 	40 	15 	16 	: 	21 	: 	6 	: 	: 	3 	3 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	607 	508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,FI	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	0 	: 	12 	6 	5 	3 	4 	10 	1 	0 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,FR	240 	136 	119 	127 	133 	184 	188 	114 	185 	178 	164 	151 	190 	169 	157 	180 	185 	182 	195 	185 	184 	134 	151 	98 	118 	106 	94 	67 	55 	107 	49 	76 	26 	29 	39 	68 	34 	47 
MIO_TKM,HIRE,LU,HR	14 	6 	10 	1 	: 	8 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,HU	28 	28 	34 	20 	36 	23 	26 	31 	14 	26 	28 	11 	15 	10 	14 	9 	9 	7 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,IE	10 	0 	1 	: 	: 	: 	: 	5 	: 	22 	: 	1 	8 	5 	: 	5 	6 	: 	6 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	4 	: 	: 	: 
MIO_TKM,HIRE,LU,IT	46 	34 	7 	61 	16 	19 	13 	49 	: 	49 	39 	29 	21 	16 	100 	83 	56 	98 	40 	20 	32 	: 	23 	5 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,LT	: 	: 	: 	6 	: 	: 	11 	: 	: 	: 	7 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,LV	27 	18 	9 	9 	: 	24 	6 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,NL	103 	85 	70 	114 	80 	85 	109 	107 	100 	98 	96 	92 	139 	105 	119 	101 	87 	112 	118 	91 	97 	99 	76 	61 	81 	61 	77 	65 	35 	43 	38 	29 	24 	22 	34 	40 	40 	0 
MIO_TKM,HIRE,LU,NO	5 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	2 	: 	: 	2 	2 	2 	: 	7 	4 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,PL	140 	116 	217 	210 	84 	152 	71 	110 	171 	82 	45 	39 	74 	46 	60 	44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,PT	38 	41 	16 	26 	9 	72 	44 	53 	: 	: 	: 	24 	65 	: 	27 	62 	: 	27 	19 	56 	10 	45 	19 	8 	: 	: 	49 	: 	: 	: 	8 	4 	3 	3 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,RO	: 	8 	10 	9 	15 	7 	28 	8 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,SE	77 	159 	69 	55 	48 	6 	: 	: 	: 	: 	0 	2 	18 	1 	16 	7 	4 	: 	6 	6 	10 	6 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,SI	: 	6 	: 	5 	3 	4 	5 	6 	9 	7 	5 	7 	11 	6 	2 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,SK	24 	86 	18 	29 	: 	: 	15 	: 	: 	4 	7 	3 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LU,UK	17 	13 	5 	6 	20 	2 	2 	33 	40 	26 	18 	26 	32 	36 	57 	50 	22 	31 	28 	33 	27 	28 	20 	24 	18 	12 	12 	5 	4 	8 	5 	3 	5 	5 	2 	6 	2 	5 
MIO_TKM,HIRE,LV,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	0 	1 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,CY	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,CZ	: 	28 	15 	21 	4 	45 	22 	14 	6 	: 	: 	11 	15 	22 	16 	: 	90 	: 	: 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,DE	: 	: 	: 	1 	11 	3 	: 	: 	14 	: 	9 	13 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,DK	: 	: 	: 	: 	5 	: 	4 	6 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,EE	108 	124 	83 	89 	60 	81 	101 	69 	88 	53 	46 	102 	97 	103 	61 	54 	102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,FI	17 	0 	: 	: 	: 	: 	: 	7 	: 	: 	: 	2 	6 	11 	1 	1 	1 	1 	1 	4 	5 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,HR	: 	26 	: 	: 	: 	2 	2 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,HU	11 	: 	5 	6 	2 	9 	12 	10 	3 	: 	5 	1 	: 	13 	7 	6 	3 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,IT	: 	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,LT	375 	361 	291 	309 	343 	237 	247 	171 	166 	152 	118 	122 	137 	108 	112 	74 	92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,NL	: 	: 	2 	: 	: 	: 	14 	: 	1 	: 	: 	: 	: 	: 	8 	: 	0 	1 	2 	2 	1 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,NO	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,PL	274 	413 	494 	431 	270 	307 	364 	247 	179 	210 	210 	146 	285 	284 	115 	134 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,SE	: 	: 	: 	: 	: 	: 	: 	0 	2 	: 	: 	: 	: 	2 	: 	: 	2 	: 	2 	: 	1 	1 	1 	1 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,SI	13 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	6 	5 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,SK	0 	: 	: 	: 	: 	1 	26 	: 	39 	: 	: 	19 	13 	16 	8 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,LV,UK	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,MA,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,MA,ES	95 	125 	105 	121 	135 	98 	117 	39 	24 	100 	127 	52 	35 	66 	66 	57 	75 	68 	26 	94 	70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,MA,FR	7 	0 	: 	3 	: 	4 	23 	13 	7 	: 	30 	10 	9 	6 	17 	33 	51 	11 	33 	42 	45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,MA,HU	: 	: 	: 	: 	: 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
