unit,carriage,c_load,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 
MIO_TKM,HIRE,BE,FI	: 	: 	2 	23 	: 	: 	: 	: 	: 	3 	3 	22 	7 	11 	34 	35 	25 	23 	12 	2 	31 	21 	29 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,FR	1453 	1355 	1510 	1509 	1547 	1810 	1963 	1972 	1966 	1898 	2141 	2508 	2789 	2700 	2748 	2627 	2717 	2574 	2601 	2836 	3339 	2982 	2718 	2669 	2559 	2287 	1820 	2196 	1632 	2124 	1744 	1650 	1441 	1357 	1201 	1135 	1012 	1046 
MIO_TKM,HIRE,BE,HR	105 	177 	119 	74 	121 	73 	134 	106 	89 	19 	73 	73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,HU	326 	306 	332 	277 	381 	348 	417 	350 	308 	272 	504 	403 	357 	293 	251 	225 	234 	131 	143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,IE	30 	15 	15 	18 	23 	16 	17 	21 	10 	20 	13 	34 	58 	29 	40 	35 	28 	23 	34 	39 	21 	: 	: 	: 	: 	: 	16 	6 	30 	32 	24 	20 	20 	16 	16 	5 	11 	15 
MIO_TKM,HIRE,BE,IT	183 	205 	243 	314 	331 	393 	523 	342 	400 	787 	668 	775 	705 	817 	1553 	1446 	1013 	1423 	1241 	799 	791 	: 	564 	831 	1 	516 	496 	562 	518 	544 	544 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,LT	238 	213 	247 	154 	219 	192 	170 	226 	262 	239 	163 	161 	158 	184 	142 	112 	143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,LU	275 	250 	358 	375 	392 	548 	620 	536 	432 	377 	329 	339 	370 	407 	366 	332 	308 	310 	263 	210 	169 	: 	21 	21 	3 	152 	46 	69 	: 	: 	: 	: 	: 	78 	53 	65 	85 	82 
MIO_TKM,HIRE,BE,LV	83 	113 	92 	52 	83 	130 	97 	65 	119 	75 	31 	57 	152 	64 	18 	18 	46 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,NL	2398 	2453 	2406 	2387 	2266 	2400 	2321 	3166 	2946 	2795 	1824 	2124 	2089 	2060 	2087 	2171 	2113 	2053 	2136 	2070 	2269 	2012 	1961 	1991 	1940 	1868 	1748 	1667 	1297 	1296 	1227 	1326 	1219 	1063 	1103 	1042 	953 	932 
MIO_TKM,HIRE,BE,NO	: 	12 	17 	11 	8 	0 	8 	5 	1 	32 	15 	51 	29 	83 	97 	69 	34 	53 	34 	48 	80 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,PL	4350 	3054 	4008 	3520 	2680 	2775 	2629 	2653 	2828 	2455 	2055 	1916 	1854 	1389 	1036 	1059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,PT	187 	233 	287 	220 	206 	400 	515 	293 	257 	363 	301 	396 	545 	623 	524 	331 	303 	257 	293 	189 	316 	335 	200 	310 	0 	139 	181 	130 	153 	111 	54 	39 	53 	58 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,RO	295 	435 	323 	371 	270 	280 	210 	235 	266 	305 	83 	227 	152 	614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,SE	: 	8 	10 	58 	32 	9 	9 	36 	18 	33 	32 	65 	47 	54 	71 	24 	62 	90 	54 	75 	51 	52 	41 	56 	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,SI	185 	140 	116 	122 	112 	215 	178 	165 	144 	104 	158 	162 	126 	155 	140 	131 	53 	53 	57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,SK	209 	256 	283 	228 	215 	264 	127 	292 	169 	257 	157 	303 	305 	217 	190 	228 	163 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BE,UK	468 	461 	454 	418 	450 	615 	602 	623 	636 	810 	667 	648 	596 	652 	680 	548 	610 	482 	519 	549 	591 	481 	473 	469 	418 	373 	363 	292 	283 	237 	170 	166 	166 	106 	129 	123 	105 	118 
MIO_TKM,HIRE,BG,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	14 	27 	18 	6 	9 	7 	4 	2 	2 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,BE	9 	: 	0 	: 	1 	: 	: 	: 	: 	: 	: 	: 	4 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,CZ	20 	: 	22 	27 	24 	17 	30 	0 	11 	50 	9 	78 	29 	33 	23 	18 	104 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,DE	: 	: 	4 	11 	10 	6 	: 	10 	6 	2 	: 	6 	7 	20 	15 	23 	11 	15 	14 	20 	7 	5 	1 	2 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	10 	24 	16 	13 	15 	: 	28 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,EE	: 	2 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,EL	66 	37 	49 	2 	7 	18 	12 	22 	6 	34 	16 	36 	: 	1 	4 	1 	7 	: 	: 	: 	: 	: 	15 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 	62 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	12 	3 	: 	: 	0 	11 	: 	5 	11 	2 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,HR	1 	2 	1 	5 	4 	3 	: 	4 	3 	7 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,HU	9 	13 	6 	3 	8 	3 	14 	7 	5 	13 	3 	9 	14 	8 	4 	7 	3 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	11 	: 	: 	: 	: 	: 	: 	2 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,LT	: 	22 	9 	25 	: 	: 	: 	6 	: 	14 	16 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,LV	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,NL	4 	25 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	2 	2 	: 	3 	5 	8 	7 	5 	0 	0 	0 	0 	0 	0 	0 	0 	4 	3 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,PL	20 	186 	87 	371 	106 	263 	10 	25 	95 	68 	97 	24 	77 	18 	34 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,RO	69 	57 	66 	55 	82 	58 	82 	51 	63 	54 	42 	8 	46 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,SI	: 	: 	1 	: 	: 	2 	1 	: 	5 	6 	4 	4 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,SK	18 	23 	23 	: 	12 	: 	: 	: 	6 	11 	9 	18 	48 	: 	31 	30 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BG,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	4 	5 	22 	10 	34 	31 	23 	22 	25 	32 	42 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BH,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	2 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,CZ	2 	17 	11 	36 	3 	8 	: 	6 	29 	: 	: 	: 	8 	19 	: 	0 	: 	: 	11 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,DE	: 	: 	: 	: 	: 	2 	: 	1 	: 	5 	2 	: 	: 	: 	: 	: 	: 	13 	0 	: 	0 	: 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,EE	: 	: 	: 	2 	2 	: 	13 	7 	4 	4 	8 	6 	4 	2 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,EL	: 	: 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,HU	: 	: 	: 	: 	: 	: 	4 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,LT	115 	117 	84 	59 	50 	54 	73 	49 	32 	25 	24 	24 	24 	17 	18 	11 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,LV	170 	135 	129 	100 	40 	79 	46 	62 	33 	34 	13 	37 	29 	20 	23 	43 	19 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	2 	: 	: 	3 	0 	1 	21 	14 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,PL	303 	196 	159 	122 	166 	77 	47 	46 	1 	47 	18 	7 	32 	40 	11 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,SI	23 	18 	: 	8 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,BY,SK	2 	: 	: 	: 	3 	2 	: 	3 	3 	: 	2 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,AT	45 	66 	64 	57 	67 	57 	86 	92 	109 	111 	106 	112 	97 	106 	100 	113 	113 	106 	102 	120 	103 	52 	52 	62 	104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,BE	61 	15 	82 	64 	51 	35 	49 	32 	43 	52 	56 	52 	60 	64 	71 	93 	98 	114 	147 	82 	59 	78 	67 	54 	: 	24 	29 	40 	51 	44 	79 	76 	55 	0 	33 	35 	0 	0 
MIO_TKM,HIRE,CH,BG	: 	29 	: 	6 	18 	: 	45 	: 	: 	29 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,CY	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,CZ	32 	66 	85 	81 	148 	124 	89 	103 	135 	125 	112 	102 	75 	109 	77 	182 	100 	113 	67 	65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,DE	684 	842 	781 	867 	955 	916 	1023 	1058 	1133 	990 	884 	1142 	1014 	1061 	825 	961 	836 	699 	566 	541 	489 	332 	352 	336 	376 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,CH,DK	9 	21 	10 	9 	3 	7 	16 	14 	17 	5 	56 	70 	72 	47 	82 	31 	75 	98 	72 	71 	58 	55 	60 	54 	46 	68 	50 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,CH,EE	: 	6 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,EL	: 	13 	19 	6 	4 	10 	12 	12 	9 	3 	2 	13 	7 	103 	23 	45 	15 	: 	: 	: 	: 	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,CH,ES	193 	177 	298 	106 	269 	212 	169 	105 	154 	105 	183 	246 	143 	126 	171 	154 	70 	71 	78 	109 	74 	86 	91 	77 	48 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1281 	: 	: 	569 	471 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,FI	: 	: 	: 	: 	: 	: 	: 	33 	10 	: 	: 	: 	4 	: 	: 	1 	0 	: 	: 	: 	3 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,FR	161 	159 	159 	143 	137 	202 	196 	199 	166 	197 	232 	247 	259 	252 	325 	272 	294 	285 	217 	268 	333 	282 	0 	336 	175 	183 	196 	181 	117 	146 	198 	152 	79 	98 	90 	96 	61 	0 
MIO_TKM,HIRE,CH,HR	27 	7 	18 	12 	6 	3 	8 	9 	5 	3 	6 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,HU	21 	54 	58 	29 	30 	42 	79 	30 	41 	59 	50 	43 	31 	24 	55 	25 	28 	17 	69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,IE	7 	4 	8 	8 	10 	6 	11 	5 	7 	4 	: 	11 	14 	: 	4 	7 	7 	6 	14 	15 	10 	: 	: 	: 	: 	: 	10 	2 	1 	1 	2 	3 	: 	: 	4 	: 	0 	: 
MIO_TKM,HIRE,CH,IT	191 	163 	149 	159 	142 	221 	231 	210 	565 	333 	235 	135 	243 	163 	340 	182 	171 	224 	142 	137 	118 	: 	151 	94 	0 	87 	81 	85 	55 	126 	80 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,LI	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,LT	27 	53 	: 	11 	3 	59 	59 	30 	39 	27 	44 	56 	10 	25 	33 	13 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,LU	5 	9 	5 	7 	10 	12 	10 	9 	10 	14 	12 	14 	9 	13 	8 	8 	13 	16 	8 	3 	4 	: 	0 	0 	0 	4 	1 	1 	: 	: 	: 	: 	: 	1 	0 	: 	: 	: 
MIO_TKM,HIRE,CH,LV	10 	14 	21 	: 	9 	: 	6 	11 	19 	: 	: 	25 	53 	: 	19 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,NL	128 	130 	108 	177 	115 	118 	133 	127 	115 	170 	160 	219 	247 	288 	351 	233 	237 	277 	213 	219 	263 	0 	0 	0 	0 	0 	0 	0 	0 	212 	196 	184 	163 	150 	0 	112 	0 	0 
MIO_TKM,HIRE,CH,NO	: 	: 	: 	: 	43 	1 	: 	: 	: 	1 	: 	2 	5 	8 	17 	13 	19 	15 	9 	19 	4 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,PL	193 	484 	459 	478 	192 	233 	243 	143 	340 	181 	319 	187 	165 	123 	101 	65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,PT	34 	33 	40 	38 	89 	7 	72 	33 	32 	72 	49 	25 	113 	: 	82 	127 	51 	48 	56 	77 	42 	114 	76 	61 	0 	16 	34 	8 	28 	49 	27 	29 	12 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,RO	63 	17 	24 	30 	8 	15 	26 	14 	6 	2 	6 	138 	55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,SE	: 	1 	2 	2 	: 	: 	6 	2 	10 	7 	1 	12 	3 	2 	1 	4 	27 	15 	7 	18 	: 	8 	12 	12 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,SI	21 	8 	32 	37 	18 	25 	32 	20 	21 	18 	30 	36 	10 	9 	12 	2 	3 	8 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,SK	78 	43 	100 	31 	15 	38 	10 	27 	64 	44 	44 	51 	11 	32 	113 	9 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CH,UK	11 	24 	18 	14 	28 	17 	48 	35 	47 	43 	52 	58 	81 	67 	48 	105 	195 	205 	122 	127 	196 	187 	220 	195 	157 	185 	168 	154 	76 	129 	103 	86 	0 	0 	78 	83 	71 	73 
MIO_TKM,HIRE,CY,BE	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CY,HU	: 	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CY,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CY,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CY,RO	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CY,UK	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	8 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CZ,AT	122 	82 	85 	117 	93 	102 	63 	85 	119 	98 	110 	132 	118 	122 	124 	132 	172 	154 	154 	137 	133 	52 	62 	50 	59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CZ,BE	17 	9 	10 	1 	2 	3 	11 	6 	3 	6 	7 	10 	2 	9 	0 	4 	6 	2 	3 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CZ,BG	82 	65 	56 	83 	43 	91 	53 	: 	28 	21 	: 	27 	101 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CZ,CH	: 	2 	: 	: 	: 	: 	: 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CZ,CY	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,CZ,DE	518 	561 	622 	583 	536 	514 	491 	397 	470 	461 	540 	438 	406 	424 	366 	295 	280 	230 	269 	225 	300 	257 	345 	284 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
