direct,unit,rep_mar\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
TOTAL,THS_T,NO_0NOKSU	6529 	6011 	6392 	6271 	7072 	7230 	6811 	6151 	5655 	5269 	5554 	5757 	6001 	5910 	5004 	4546 	1806 	1692 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOKVD	1957 	1458 	1086 	957 	1050 	931 	958 	61 	861 	743 	517 	650 	609 	629 	966 	798 	846 	787 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOKVH	: 	: 	: 	851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOKVM	63 	81 	75 	68 	: 	: 	: 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOKVN	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLAR	1873 	2339 	2324 	1908 	2086 	1718 	1628 	2016 	1781 	1909 	1572 	2040 	1630 	1439 	1744 	1712 	1394 	1407 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLEF	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLIL	98 	133 	93 	73 	130 	102 	109 	76 	74 	82 	52 	134 	97 	0 	0 	0 	0 	136 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLKA	: 	: 	: 	: 	: 	79 	20 	56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLND	229 	361 	414 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLOD	346 	446 	372 	392 	295 	80 	267 	301 	289 	316 	: 	: 	154 	194 	194 	220 	186 	241 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLON	: 	5 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLOP	: 	: 	: 	18 	: 	: 	: 	6 	35 	3598 	1321 	3 	5 	2 	4 	6 	10 	6 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLUS	: 	: 	: 	: 	: 	: 	: 	18 	5 	5 	3 	8 	11 	3 	9 	6 	2 	5 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOLYN	: 	: 	: 	: 	: 	: 	: 	149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMAN	1076 	1127 	781 	448 	393 	337 	302 	422 	362 	307 	306 	330 	241 	196 	213 	149 	128 	155 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMAY	339 	378 	447 	350 	393 	445 	354 	340 	407 	372 	536 	507 	703 	1018 	1019 	780 	867 	886 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMEY	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMJF	1374 	1652 	1370 	955 	1287 	1468 	1053 	1545 	1107 	1201 	1173 	1187 	915 	984 	915 	916 	980 	752 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMOD	: 	: 	: 	42 	70 	65 	61 	60 	70 	55 	: 	82 	: 	: 	: 	150 	155 	150 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMOL	5374 	5941 	6311 	6140 	4735 	6305 	6765 	7202 	7229 	6797 	5566 	7222 	6756 	6149 	204 	137 	157 	219 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMQN	4172 	4026 	4233 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMSK	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMSS	344 	341 	438 	491 	524 	442 	442 	414 	426 	357 	334 	390 	627 	1250 	1162 	1119 	1128 	1030 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMSY	18 	6 	14 	41 	: 	: 	: 	19 	34 	57 	31 	29 	16 	23 	25 	23 	10 	34 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOMYO	437 	547 	660 	467 	410 	466 	489 	360 	359 	280 	274 	228 	244 	246 	226 	213 	180 	177 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NONSN	889 	1000 	923 	631 	: 	: 	: 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NONTY	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NONVK	20090 	20344 	21233 	20763 	17559 	21059 	19819 	19416 	17687 	17583 	12640 	14585 	16585 	16074 	15967 	15569 	14145 	13001 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOODD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	731 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOKF	390 	65 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOLA	345 	345 	270 	250 	: 	: 	325 	55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOLL	30 	62 	302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOLN	: 	: 	: 	: 	: 	: 	: 	4 	4 	: 	19 	20 	12 	12 	10 	6 	8 	5 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOORK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	436 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOORS	50 	81 	66 	78 	59 	73 	74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOSL	6040 	6106 	5878 	6030 	5768 	5699 	5794 	5641 	5709 	5405 	5264 	5891 	6309 	6410 	5978 	6142 	6022 	6064 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOSN	: 	: 	: 	: 	194 	3 	240 	420 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOST	: 	: 	: 	15 	: 	: 	: 	11 	46 	17 	5 	9 	12 	17 	10 	: 	: 	28 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOSY	: 	: 	: 	: 	162 	151 	190 	221 	219 	192 	131 	124 	125 	98 	142 	133 	139 	148 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOOYB	4 	9 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NORIS	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NORNA	: 	: 	: 	4260 	4840 	4458 	3832 	4151 	3577 	3436 	2837 	3411 	3692 	3428 	3488 	3648 	2984 	3007 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOROG	13 	19 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NORSH	109 	88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSAL	25 	19 	12 	13 	: 	: 	: 	1 	8 	3 	3 	2 	2 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSAS	125 	199 	219 	240 	220 	205 	237 	263 	258 	201 	226 	257 	313 	307 	309 	224 	212 	152 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSAU	1239 	1155 	1103 	1120 	1153 	1084 	1224 	1267 	1176 	1152 	649 	1095 	1 	949 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSAX	20 	41 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSDL	: 	: 	: 	17 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSKY	: 	: 	: 	: 	: 	: 	: 	11 	7 	6 	6 	6 	5 	10 	4 	7 	21 	13 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSLX	617 	474 	703 	659 	585 	572 	197 	83 	54 	594 	346 	635 	443 	325 	275 	257 	217 	244 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSMN	11 	11 	17 	10 	: 	: 	: 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSNE	: 	: 	: 	: 	: 	: 	: 	58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSNS	348 	373 	367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSOG	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSOK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	762 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSRA	27 	3 	30 	12 	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSRN	8 	13 	8 	16 	: 	: 	: 	7 	12 	6 	3 	4 	4 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSRP	26 	381 	108 	49 	52 	122 	64 	89 	78 	99 	134 	168 	121 	103 	172 	154 	180 	246 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSSJ	: 	113 	216 	215 	348 	297 	866 	909 	847 	918 	548 	783 	567 	253 	361 	254 	234 	181 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSTD	: 	: 	: 	291 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	637 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSTE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	118 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSTF	1 	5 	15 	13 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSTG	: 	: 	: 	31 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSTH	: 	: 	9 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSTK	: 	: 	: 	: 	: 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSUL	: 	: 	: 	15 	: 	: 	: 	18 	: 	: 	: 	: 	: 	: 	: 	: 	1346 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSUN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	844 	604 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSUZ	48 	37 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSVE	5286 	3337 	3572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSVG	2264 	2671 	2581 	1705 	2416 	6532 	6958 	5417 	5539 	6139 	6436 	6847 	6431 	5350 	4902 	4306 	4023 	3661 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSVJ	140 	139 	222 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOSYK	19 	26 	14 	29 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOTON	10709 	9720 	9009 	7767 	9560 	9816 	9744 	9129 	10216 	10012 	10761 	10984 	11631 	11492 	9884 	10522 	10520 	9201 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOTOS	1151 	1086 	980 	969 	678 	746 	1053 	968 	1138 	1176 	954 	857 	992 	879 	791 	763 	948 	720 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOTRD	4531 	4596 	4549 	4408 	4128 	3892 	3654 	1971 	2076 	1877 	1577 	1933 	1903 	1828 	1663 	1548 	1450 	1217 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOTRF	231 	163 	186 	170 	230 	195 	161 	168 	213 	214 	243 	259 	290 	275 	298 	295 	: 	806 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOTYN	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVAO	1 	9 	18 	29 	: 	: 	: 	8 	9 	5 	7 	5 	7 	4 	16 	9 	12 	10 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVAY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1146 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVDS	12 	7 	25 	49 	: 	: 	: 	14 	21 	80 	72 	22 	21 	20 	1 	32 	47 	153 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVEG	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVER	: 	: 	: 	: 	: 	: 	: 	1691 	1689 	1707 	1371 	1660 	1808 	1774 	1749 	1611 	1081 	955 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVEY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVGN	: 	: 	: 	181 	139 	160 	227 	135 	130 	153 	116 	122 	115 	117 	117 	116 	97 	69 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVKN	276 	358 	298 	377 	: 	201 	161 	165 	126 	81 	56 	56 	71 	73 	69 	69 	64 	47 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0NOVVY	: 	: 	: 	53 	35 	37 	: 	126 	125 	123 	117 	63 	101 	95 	92 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0SJ888	: 	: 	: 	: 	: 	: 	: 	: 	: 	1732 	2591 	3646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0SJLYR	132 	197 	185 	88 	57 	65 	57 	142 	59 	69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,NO_0SJSVE	78 	115 	109 	938 	1219 	1670 	2116 	1300 	1469 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,PL	: 	91798 	78076 	72926 	69530 	68744 	64282 	58825 	57738 	59507 	45079 	48833 	52433 	53131 	54769 	52272 	51020 	48111 	46210 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PL011	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PL012	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLDAR	: 	256 	107 	91 	332 	117 	108 	157 	80 	44 	25 	3 	58 	56 	29 	2 	10 	13 	22 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLELB	: 	106 	94 	126 	204 	355 	282 	168 	112 	52 	2 	2 	2 	2 	105 	57 	125 	20 	14 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLFBK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLGDN	: 	42438 	33940 	31566 	31685 	28771 	27335 	24379 	23513 	26421 	18758 	17072 	19944 	22034 	22478 	22238 	21323 	17166 	16971 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLGDY	: 	20974 	18378 	17751 	15391 	16961 	15051 	13187 	12992 	12346 	11361 	12860 	14849 	12218 	11038 	9599 	9733 	9274 	8348 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLHEL	: 	0 	0 	0 	0 	0 	0 	10 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLKMR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLKOL	: 	297 	215 	142 	118 	155 	129 	312 	264 	147 	97 	102 	117 	154 	154 	154 	151 	134 	141 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLMID	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLNWA	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLPLC	: 	1534 	1852 	1739 	1724 	1751 	1465 	1718 	2023 	1829 	802 	2159 	2055 	2110 	2334 	2279 	2314 	2073 	1878 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLSOP	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLSPA	: 	16 	31 	23 	33 	8 	: 	: 	: 	: 	0 	1 	5 	1 	0 	29 	17 	12 	16 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLSWI	: 	16807 	14709 	12572 	11759 	12468 	12024 	11280 	10680 	10683 	7038 	8843 	7385 	8393 	10373 	9442 	8997 	10041 	8798 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLSZZ	: 	9362 	8743 	8911 	8276 	8156 	7886 	7590 	8064 	7969 	6992 	7787 	8008 	8159 	8246 	8466 	8345 	9363 	9988 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLTBZ	: 	0 	0 	0 	0 	0 	0 	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLUST	: 	0 	1 	0 	0 	1 	2 	12 	1 	2 	1 	3 	3 	4 	3 	0 	1 	9 	16 	: 	: 	: 	: 
TOTAL,THS_T,PL_0PLWLA	: 	7 	7 	4 	6 	0 	0 	2 	9 	13 	4 	0 	7 	1 	9 	7 	4 	6 	17 	: 	: 	: 	: 
TOTAL,THS_T,PT	85320 	90361 	93356 	91344 	86769 	80156 	78244 	67875 	67506 	65981 	61714 	65275 	68229 	66861 	65301 	59071 	57470 	55599 	56164 	56404 	58794 	57619 	54734 
TOTAL,THS_T,PT_0PTADH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74 	77 	70 	: 	: 	: 	: 	: 	: 	131 	116 
TOTAL,THS_T,PT_0PTAVE	5495 	5626 	5153 	4542 	4656 	4482 	3964 	3298 	3311 	3732 	2984 	3464 	3277 	3347 	3328 	3128 	2964 	3031 	2832 	2462 	2635 	2817 	2651 
TOTAL,THS_T,PT_0PTCDP	88 	95 	89 	96 	93 	90 	108 	70 	88 	103 	102 	113 	116 	107 	: 	: 	: 	: 	: 	: 	: 	78 	66 
TOTAL,THS_T,PT_0PTCNL	1099 	1085 	1075 	1028 	966 	954 	932 	876 	1011 	1071 	1154 	: 	1172 	1253 	650 	: 	353 	234 	239 	246 	283 	: 	: 
TOTAL,THS_T,PT_0PTFAO	112 	146 	84 	158 	396 	357 	292 	269 	62 	52 	22 	: 	51 	40 	41 	82 	152 	153 	174 	316 	343 	464 	533 
TOTAL,THS_T,PT_0PTFDF	1892 	1981 	2023 	2032 	1956 	2116 	2099 	1753 	1655 	1500 	1177 	1139 	1200 	1192 	950 	999 	801 	724 	858 	903 	773 	689 	664 
TOTAL,THS_T,PT_0PTFNC	74 	62 	61 	59 	69 	140 	172 	194 	272 	277 	275 	321 	352 	343 	1187 	1669 	1423 	1361 	1373 	1316 	1299 	0 	: 
TOTAL,THS_T,PT_0PTHOR	87 	94 	99 	87 	85 	80 	94 	97 	87 	115 	118 	108 	118 	116 	: 	: 	: 	: 	: 	: 	: 	85 	80 
TOTAL,THS_T,PT_0PTLAJ	16 	25 	35 	25 	20 	24 	25 	17 	22 	36 	60 	30 	31 	27 	: 	: 	: 	: 	: 	: 	: 	28 	21 
TOTAL,THS_T,PT_0PTLEI	17927 	17649 	18080 	16867 	17459 	16077 	15872 	15282 	15289 	13565 	13266 	14698 	14053 	13233 	13331 	12983 	12766 	11962 	12605 	12969 	13114 	13289 	11552 
TOTAL,THS_T,PT_0PTLIS	10461 	10393 	11165 	9363 	10527 	10765 	10863 	10051 	11205 	10959 	10663 	11789 	11958 	11079 	11312 	10670 	11263 	11093 	10617 	10752 	11222 	10522 	10820 
TOTAL,THS_T,PT_0PTMAD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
TOTAL,THS_T,PT_0PTOPO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48 	22 	32 	113 	97 	235 
TOTAL,THS_T,PT_0PTPDL	1378 	1432 	1390 	1340 	1134 	1142 	1210 	1372 	1602 	1535 	1547 	1507 	1601 	1576 	1562 	: 	: 	: 	: 	: 	: 	1285 	962 
TOTAL,THS_T,PT_0PTPRG	26 	28 	30 	29 	26 	25 	29 	27 	32 	34 	32 	39 	29 	28 	31 	: 	: 	: 	: 	: 	: 	19 	: 
TOTAL,THS_T,PT_0PTPRM	1 	1 	1 	0 	0 	0 	0 	3 	41 	69 	: 	59 	31 	53 	54 	: 	: 	10 	5 	3 	13 	10 	5 
TOTAL,THS_T,PT_0PTPRV	501 	539 	480 	481 	450 	469 	507 	556 	607 	644 	605 	605 	598 	545 	548 	: 	: 	: 	: 	: 	: 	278 	307 
TOTAL,THS_T,PT_0PTPXO	28 	23 	22 	19 	21 	25 	21 	24 	26 	32 	38 	65 	80 	78 	51 	53 	52 	52 	50 	43 	38 	0 	: 
TOTAL,THS_T,PT_0PTSET	6736 	6423 	6574 	6647 	7220 	7806 	6858 	5959 	6725 	6881 	5294 	6077 	6804 	6166 	6607 	6434 	6039 	6424 	6716 	6398 	6571 	6487 	5136 
TOTAL,THS_T,PT_0PTSIE	38907 	44310 	46473 	48056 	41218 	35054 	34600 	27423 	24870 	24728 	23857 	24669 	25970 	26934 	24929 	22434 	20863 	19634 	19604 	19957 	21449 	20453 	20944 
TOTAL,THS_T,PT_0PTVDC	380 	326 	412 	391 	376 	457 	496 	503 	490 	525 	406 	477 	593 	561 	605 	621 	794 	874 	1069 	1007 	942 	767 	594 
TOTAL,THS_T,PT_0PTVDP	38 	43 	33 	49 	30 	36 	39 	43 	45 	53 	47 	49 	49 	47 	46 	: 	: 	: 	: 	: 	: 	68 	: 
TOTAL,THS_T,PT_0PTVEL	74 	80 	78 	77 	67 	59 	64 	59 	65 	71 	67 	67 	72 	63 	: 	: 	: 	: 	: 	: 	: 	53 	47 
TOTAL,THS_T,PT_0PTVNC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
TOTAL,THS_T,RO	53101 	49107 	46182 	46295 	44533 	43753 	43577 	39520 	38918 	38122 	36094 	50458 	48928 	46709 	47694 	40594 	35925 	32698 	27619 	: 	: 	: 	: 
TOTAL,THS_T,RO_0RO888	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	155 	: 	4 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROBAB	: 	: 	: 	: 	19 	97 	88 	16 	18 	9 	: 	15 	10 	6 	18 	10 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROBRA	835 	482 	410 	490 	494 	565 	554 	352 	704 	841 	366 	268 	266 	264 	257 	207 	176 	104 	153 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROCEV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35 	3 	35 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROCND	42195 	39530 	37298 	37521 	36277 	34789 	35650 	31938 	30978 	30396 	29181 	45750 	44916 	42888 	44377 	37652 	32163 	28478 	25119 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROGAL	2061 	1320 	1177 	1101 	1357 	1222 	1297 	1310 	1590 	1783 	1785 	1704 	1610 	1088 	1137 	1174 	1735 	1761 	1472 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROLUM	: 	: 	: 	21 	60 	144 	167 	111 	61 	119 	71 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROMAG	267 	103 	90 	239 	231 	284 	173 	228 	224 	266 	315 	196 	232 	206 	189 	246 	126 	76 	115 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROMED	97 	58 	57 	59 	69 	46 	33 	305 	298 	307 	158 	181 	212 	212 	198 	55 	: 	: 	: 	: 	: 	: 	: 
TOTAL,THS_T,RO_0ROMID	7631 	7559 	7078 	6855 	6016 	6588 	5565 	5179 	4922 	4349 	4200 	2296 	1655 	2030 	1454 	1072 	1033 	2084 	574 	: 	: 	: 	: 
